"issue","closedAt","pr","fate","clause","title"
"19595","2025-06-13T04:24:11Z",,"EXCLUDED","4d not closed-as-completed","Changing an existing device in a rack that will ""bump"" into another device doesn't error"
"19697","2025-06-12T19:16:18Z",,"EXCLUDED","4d not closed-as-completed","New Install - current database's encoding is not supported with this provider"
"19687","2025-06-12T14:49:10Z","19691","SURVIVOR","","Treat cellular interface type as not connectable"
"19555","2025-06-11T17:41:46Z","19693","EXCLUDED","2a no test file in diff","Error calling Script with schedule_at specified via API"
"19684","2025-06-10T14:56:56Z","19688","EXCLUDED","2a no test file in diff","pyproject.toml version needs bump to 4.3.2"
"19659","2025-06-10T12:49:24Z","19672","EXCLUDED","2a no test file in diff","No automatic filter for service add form"
"19673","2025-06-09T18:12:49Z","19674","EXCLUDED","2a no test file in diff","Circuits View not working with custom fields"
"19617","2025-06-09T14:21:29Z","19682","EXCLUDED","2a no test file in diff","Inconsistent styling of Connect buttons"
"19677","2025-06-09T12:45:41Z","19678","EXCLUDED","2a no test file in diff","IPAM FilterSet: `filter_present_in_vrf` method returns queryset.none instead of calling it when VRF is None"
"18549","2025-06-08T04:10:32Z",,"EXCLUDED","4d not closed-as-completed","Devices render-config swagger spec is incorrect"
"19665","2025-06-06T19:27:07Z","19676","EXCLUDED","2a no test file in diff","`WirelessLink` model validation references wrong field"
"19667","2025-06-06T18:25:20Z","19671","EXCLUDED","2a no test file in diff","Using Module Type profile without schema generates TypeError"
"17935","2025-06-06T04:07:29Z",,"EXCLUDED","4d not closed-as-completed","Device type selector on new Device form incorrectly remembers previously cleared search queries"
"18567","2025-06-06T04:07:22Z",,"EXCLUDED","4d not closed-as-completed","InterfaceTemplate ordering does not match the order on an actual device"
"19545","2025-06-05T12:29:02Z",,"EXCLUDED","4d not closed-as-completed","Housekeeping task output triggers emails via anacron"
"18538","2025-06-05T04:08:05Z",,"EXCLUDED","4d not closed-as-completed","ISOLATED_DEPLOYMENT not respected after login"
"19610","2025-06-04T20:50:13Z","19612","SURVIVOR","","FieldError in tunnel termination table when sorting on tenant/tenant_group"
"19599","2025-06-04T20:17:35Z","19630","EXCLUDED","2a no test file in diff","Sorting Changelog table in User detail page crashes on Time, Action, Request ID columns."
"19487","2025-06-04T16:48:25Z","19600","SURVIVOR","","Field 'termination' does not generate an automatic reverse relation and therefore cannot be used for reverse querying."
"19537","2025-06-04T15:16:50Z",,"EXCLUDED","4d not closed-as-completed","Mark Utilized IP Range not decreased from IP Prefix"
"19637","2025-06-04T09:19:04Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Console ports created via script not showing in UI"
"19587","2025-06-03T14:34:41Z","19631","SURVIVOR","","API not returning wireless link for occupied filter"
"19623","2025-06-03T13:03:45Z","19629","EXCLUDED","2a no test file in diff","Provider account description missing"
"19561","2025-06-03T13:01:00Z",,"EXCLUDED","4d not closed-as-completed","Cant view my user profile, it shows an exception."
"19509","2025-06-03T04:23:58Z",,"EXCLUDED","4d not closed-as-completed","Unable to delete custom script when file is missing"
"19508","2025-05-31T04:23:21Z",,"EXCLUDED","4d not closed-as-completed","Bulk import of prefixes"
"19489","2025-05-30T04:23:38Z",,"EXCLUDED","4d not closed-as-completed","Error on compilemessages on new 4.3.1 version"
"19414","2025-05-29T17:46:15Z",,"EXCLUDED","4d not closed-as-completed","Module type with token {module} fails to be inserted in module bays"
"19598","2025-05-29T14:34:14Z",,"EXCLUDED","4d not closed-as-completed","Scripts run on command line fail with extras.models.scripts.ScriptModule.DoesNotExist: ScriptModule matching query does not exist."
"19593","2025-05-28T22:55:09Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Changing table config should not change filter"
"19026","2025-05-28T21:52:43Z",,"EXCLUDED","4d not closed-as-completed","Bulk Import behavior"
"19585","2025-05-28T21:37:28Z",,"EXCLUDED","4d not closed-as-completed","If you create objects (cables, devices, IPs, almost everything...) without specifying a tenant while you have no rights to create them without a tenant, they are still created as zombies and cannot be deleted."
"19490","2025-05-28T13:00:21Z","19570","SURVIVOR","","Jinja2 template fails to render when it contains include statements"
"19520","2025-05-27T17:32:37Z","19588","SURVIVOR","","Unable to change prefix scope via api"
"17890","2025-05-25T04:07:33Z",,"EXCLUDED","4d not closed-as-completed","PATCH on an object blocked by object-based write permissions returns 404 instead of 403, despite the user having read permissions for that object"
"18120","2025-05-25T04:07:25Z",,"EXCLUDED","4d not closed-as-completed","Degradation of GraphQL and Rest API query performance"
"19544","2025-05-22T13:13:32Z",,"EXCLUDED","4d not closed-as-completed","Contact tab backend error"
"19496","2025-05-22T12:09:59Z","19527","EXCLUDED","2a no test file in diff","Page error on config render with empty output"
"19475","2025-05-22T00:24:46Z","19485","SURVIVOR","","VM Interface VLAN availibility when cluster and VLAN group scope is dcim.location"
"19415","2025-05-19T12:38:31Z","19495","EXCLUDED","2a no test file in diff","Circuit Distances = Django Error: A field with precision 10, scale 4 must round to an absolute value less than 10^6."
"19510","2025-05-16T19:30:08Z","19525","EXCLUDED","2a no test file in diff","GraphQL filtering IP Addresses by `assigned` no longer works"
"19486","2025-05-15T14:40:04Z","19498","EXCLUDED","2a no test file in diff","Cards in Console Server Port page are rendered incorrectly"
"19464","2025-05-13T17:23:03Z","19477","EXCLUDED","2a no test file in diff","Bulk editing inventory items fails because no device is selected by default"
"19463","2025-05-13T17:22:16Z","19481","EXCLUDED","2a no test file in diff","Plugin table has no ""Save"" option"
"19444","2025-05-13T15:40:00Z","19456","EXCLUDED","2a no test file in diff","Contact group assignments are not recorded in changelog"
"19465","2025-05-13T15:21:08Z","19479","EXCLUDED","2a no test file in diff","Unable to clear scope assignment from prefix"
"19472","2025-05-13T15:12:56Z","19480","EXCLUDED","2a no test file in diff","VDC page shows ""Unnamed device"" when Device column is enabled"
"19440","2025-05-12T18:13:32Z","19443","EXCLUDED","4a more than 20 files (32)","Data migrations do not use connection provided by the schema editor"
"19397","2025-05-12T18:05:14Z","19400","EXCLUDED","2a no test file in diff","Wrong enum for role in Graphql IPRangeFilter"
"19381","2025-05-12T15:32:19Z","19418","EXCLUDED","2a no test file in diff","Unable to add script"
"19470","2025-05-12T12:15:09Z",,"EXCLUDED","4d not closed-as-completed","Exception with global search"
"19432","2025-05-09T14:38:48Z","19446","EXCLUDED","2a no test file in diff","Server error mentionning wrong PostgreSQL requirement"
"19100","2025-05-09T04:23:35Z",,"EXCLUDED","4d not closed-as-completed","config_context is not included in default Webhook Payload any more"
"19439","2025-05-08T18:00:13Z",,"EXCLUDED","4d not closed-as-completed","Tables in cards ignore `default_colums` and show all columns instead"
"19437","2025-05-08T15:42:06Z",,"EXCLUDED","4d not closed-as-completed","Contact has no field named 'group'"
"19361","2025-05-07T15:29:53Z","19373","EXCLUDED","2a no test file in diff","Wrong data type for some GraphQL fields"
"19427","2025-05-07T14:37:30Z",,"EXCLUDED","4d not closed-as-completed","Mark as populated not available if editing multiple ranges"
"19411","2025-05-07T13:32:24Z",,"EXCLUDED","4d not closed-as-completed","Problem after upgrading netbox from 3.7.8 to 4.3.0 ValueError"
"19421","2025-05-07T12:56:02Z",,"EXCLUDED","4d not closed-as-completed","Search returns a server error when results include a contact after 'group/groups' change"
"19309","2025-05-06T16:47:45Z","19304","EXCLUDED","2a no test file in diff","N+1 problem in dcim/ipam API calls"
"19412","2025-05-06T15:09:39Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","API: 500 Internal Server Error when creating multiple modules of the same type on the same device"
"19406","2025-05-06T14:46:58Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Netbox News Dashboard Widget Causing Run Off The Page"
"18914","2025-05-05T19:10:25Z",,"EXCLUDED","4d not closed-as-completed","API POST requests fail when REMOTE_AUTH_HEADER is enabled"
"19396","2025-05-05T14:16:07Z","19401","EXCLUDED","2a no test file in diff","QinQ role not nullable"
"19380","2025-05-05T13:29:33Z","19390","EXCLUDED","2a no test file in diff","Parent Prefixes section at IP Address detail view reveals too many columns"
"19395","2025-05-05T11:28:07Z",,"EXCLUDED","4d not closed-as-completed","Global search breaks when searching for contacts"
"19392","2025-05-03T11:48:40Z",,"EXCLUDED","4d not closed-as-completed","ProgrammingError at /ipam/services/"
"19382","2025-05-02T20:02:31Z",,"EXCLUDED","4d not closed-as-completed","Rack Elevation: can only concatenate str (not ""int"") to str"
"19376","2025-05-02T19:24:10Z","19389","EXCLUDED","2a no test file in diff","Searching for a contact results in ""Contact has no field named 'group'"" error"
"19375","2025-05-02T17:13:29Z","19385","EXCLUDED","2a no test file in diff","Unable to change column layout after loading a saved view"
"19386","2025-05-02T15:30:31Z",,"EXCLUDED","4d not closed-as-completed","Server Error Performing Global Search"
"19368","2025-05-01T17:22:35Z",,"EXCLUDED","4d not closed-as-completed","Consistent coalescing of Enums across APIs"
"19365","2025-04-30T17:14:17Z","19366","EXCLUDED","2a no test file in diff","Plugin Detail Page Title Displays HTML Instead of Plugin Name"
"19320","2025-04-30T15:50:30Z","19345","EXCLUDED","2a no test file in diff","VMInterface template does not display Q-in-Q Service VLAN"
"19346","2025-04-30T13:01:56Z","19347","EXCLUDED","2a no test file in diff","Redirect URLs are not sanitized in some cases"
"19359","2025-04-30T12:10:55Z",,"EXCLUDED","4d not closed-as-completed","Can't bulk edit interfaces without selecting type"
"19354","2025-04-29T18:30:21Z",,"EXCLUDED","4d not closed-as-completed","$user token in permissions constraint not behaving according to documentation"
"19343","2025-04-29T11:43:46Z",,"EXCLUDED","4d not closed-as-completed","None object has no get_absolute_url"
"18632","2025-04-28T17:35:55Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Graphql: NOT filter is not working with tags"
"18706","2025-04-28T15:45:02Z","19332","SURVIVOR","","Changing scope of VLAN group breaks possible VLAN association"
"19229","2025-04-28T12:48:21Z","19301","EXCLUDED","2a no test file in diff","cant unset a device interface vlan mode without an error"
"19281","2025-04-28T12:45:55Z","19282","EXCLUDED","2a no test file in diff","Unable to create a service from a template"
"19117","2025-04-28T12:41:30Z","19119","EXCLUDED","2a no test file in diff","Bulk import throws exception when certain custom field attributes are defined"
"19322","2025-04-25T17:20:26Z","19323","EXCLUDED","2a no test file in diff","Bulk import URL path is incorrect"
"19296","2025-04-25T12:16:05Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Value after * must be an iterable, not NoneType"
"19319","2025-04-25T11:52:52Z",,"EXCLUDED","4d not closed-as-completed","Unable to batch add interfaces to bridge"
"18717","2025-04-24T19:24:21Z","19308","EXCLUDED","2a no test file in diff","DCIM Interface: ObjectChange missing for deleted untagged VLANs"
"19228","2025-04-24T18:00:42Z","19293","EXCLUDED","2a no test file in diff","Reverse for 'script_jobs' with arguments '('',)' not found"
"19300","2025-04-24T12:44:15Z",,"EXCLUDED","4d not closed-as-completed","Change from multiple Interface"
"19204","2025-04-23T20:57:49Z","19297","EXCLUDED","2a no test file in diff","Job hanging / Event Rule for virtual machine model launching custom script causes job to hang"
"19217","2025-04-23T18:22:00Z","19289","EXCLUDED","2a no test file in diff","Debug Toolbar is missing #3"
"19275","2025-04-23T17:49:23Z","19283","EXCLUDED","2a no test file in diff","Interface Bulk Edit requires interface ""type"""
"19279","2025-04-23T17:49:23Z","19283","EXCLUDED","2a no test file in diff","Inventory Item Bulk Add requires field ""status"""
"19264","2025-04-23T17:43:39Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Loading of Saved Table Config in ChildrenViews is not possible"
"19263","2025-04-23T14:38:55Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Edit and Delete Buttons for `mark_populated` IPRange on ListView Link to IPAddress Instead of IPRange"
"19266","2025-04-23T13:02:00Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","`Copy to Clipboard` for IPAddress ListView is Broken"
"18714","2025-04-22T20:57:53Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","GraphQL: - GraphQL not showing ALL connected cables"
"18081","2025-04-22T20:51:31Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","GraphQL permissions don't match Rest API"
"18157","2025-04-22T20:49:36Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","GraphQL alias filter affects all properties of the same type"
"18961","2025-04-22T18:36:13Z","19259","EXCLUDED","2a no test file in diff","Devices already assigned to a Virtual Chassis addable to new VC upon creation"
"19268","2025-04-22T18:07:05Z","19271","EXCLUDED","2a no test file in diff","Device form does not validate initialization time to mitigate editing conflicts"
"19230","2025-04-22T15:55:33Z","19261","EXCLUDED","2a no test file in diff","Inconsistent behaviour with Label on front port when using range"
"19166","2025-04-22T15:29:01Z","19257","EXCLUDED","2a no test file in diff","""base_choices"" is not working in custom field choice bulk import"
"18757","2025-04-22T14:31:09Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Cannot filter on Tags in Custom Scripts"
"18959","2025-04-22T14:08:14Z","19256","EXCLUDED","2a no test file in diff","Cable Trace visual issue"
"19224","2025-04-22T13:36:34Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Upgrade to v4.3-beta1 fails if FIELD_CHOICES is in use"
"19225","2025-04-22T13:35:04Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","GraphQL filter functionality missing in v4.3.0-beta1"
"18435","2025-04-22T12:59:04Z",,"EXCLUDED","4d not closed-as-completed","Strawberry Graphql does not allow extension by plugins"
"18500","2025-04-22T12:14:33Z","19252","EXCLUDED","2a no test file in diff","`prepare_cloned_fields()` should check for cloning support on model"
"19012","2025-04-22T11:49:26Z",,"EXCLUDED","4d not closed-as-completed","List of Object Types in the Event Rule configuration is unreliable"
"18881","2025-04-21T16:11:02Z","18932","EXCLUDED","2a no test file in diff","Site Groups are missing VLAN and VM related objects"
"19213","2025-04-21T14:39:29Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Broken rendering of dropdowns above object lists"
"19243","2025-04-21T14:30:47Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","forms.CheckboxSelectMultiple does not render properly"
"19216","2025-04-17T17:10:20Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","demo.netbox.dev: After delete anything we can't do any actions"
"19158","2025-04-17T17:05:22Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","IP Range's `get_child_ips` does not return IP Addresses with different prefix lengths"
"19212","2025-04-16T14:27:55Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","New user can see ""Admin"" tab on first login (No permission is set)"
"19150","2025-04-16T12:35:50Z",,"EXCLUDED","4d not closed-as-completed","STORAGES Dictionary Ignores OPTIONS for Azure Storage in NetBox 4.2.7"
"18669","2025-04-15T20:26:04Z","19115","EXCLUDED","2a no test file in diff","Default values for custom_fields are ignored in API when custom_fields section is used"
"19195","2025-04-15T20:03:34Z","19197","EXCLUDED","2a no test file in diff","Language cookie should respect `SESSION_COOKIE_SECURE` value"
"19193","2025-04-15T16:16:18Z",,"EXCLUDED","4d not closed-as-completed","Debug toolbar is missing"
"19045","2025-04-15T15:04:56Z",,"EXCLUDED","4d not closed-as-completed","Custom Scripts page doesn't load"
"19169","2025-04-15T14:13:59Z","19181","EXCLUDED","2a no test file in diff","Remove padding from search-highlight"
"19189","2025-04-15T13:58:15Z","19190","EXCLUDED","2a no test file in diff","The `load_yaml()` convenience method on BaseScript should use SafeLoader"
"19149","2025-04-14T21:10:34Z",,"EXCLUDED","4d not closed-as-completed","Upgrading from v3.3.5 to a newer version results in error with mkdocs"
"19173","2025-04-14T17:27:41Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","The caption of the form for saving table configurations is wrong"
"18696","2025-04-14T14:46:27Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","new FHRP group assignment does not work, group dropdown is empty"
"19048","2025-04-14T14:30:22Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","ChangeLoggedFilterSetTests fails if TIME_ZONE setting is set"
"19159","2025-04-13T23:29:44Z",,"EXCLUDED","4d not closed-as-completed","error when trying to view VM or host for filter humanize_ram_megabytes"
"19007","2025-04-13T04:38:27Z",,"EXCLUDED","4d not closed-as-completed","POST /api/extras/config-templates/ request does not load template from data_file"
"19036","2025-04-13T04:38:25Z",,"EXCLUDED","4d not closed-as-completed","GraphQL frequently returns Null in a site_list primary_ip4 query"
"19132","2025-04-11T13:14:50Z",,"EXCLUDED","4d not closed-as-completed","Failed to establish connection to NetBox API from Ansible"
"19148","2025-04-11T13:03:35Z",,"EXCLUDED","4d not closed-as-completed","Cable trace results in path split"
"18955","2025-04-11T12:20:25Z","18971","EXCLUDED","2a no test file in diff","Dropdown widgets for required fields should not include a ""clear"" button"
"18921","2025-04-10T04:23:54Z",,"EXCLUDED","4d not closed-as-completed","Server Error when accessing VPN tunnels terminations tab"
"18998","2025-04-10T04:23:53Z",,"EXCLUDED","4d not closed-as-completed","Problems with Cluster Group"
"19122","2025-04-09T21:57:26Z","19126","EXCLUDED","2a no test file in diff","/static/netbox-light.css not found but used in netbox/templates/500.html"
"19092","2025-04-09T18:55:42Z","19102","EXCLUDED","2a no test file in diff","Regression: Bulk Edit fails to update Scope when using ContentTypeChoiceField (HTMX)"
"19030","2025-04-08T21:02:09Z","19118","EXCLUDED","2a no test file in diff","Action buttons display below table page-link buttons"
"19107","2025-04-08T17:06:03Z",,"EXCLUDED","4d not closed-as-completed","DCIM.Devices: Platform gets cleared when device type is changed"
"19105","2025-04-08T00:44:09Z",,"EXCLUDED","4d not closed-as-completed","Related object links from sites to circuit termination not working"
"19099","2025-04-07T19:58:04Z",,"EXCLUDED","4d not closed-as-completed","Plugin installation after Upgrade not working anymore"
"19089","2025-04-07T16:47:18Z",,"EXCLUDED","4d not closed-as-completed","Webhook not sending json formatted data when using Charfield with multiple lines"
"19072","2025-04-04T19:32:50Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Plugin catalog in GUI not working"
"18553","2025-04-04T17:58:07Z","19086","EXCLUDED","2a no test file in diff","Virtualization: Modifying a cluster field also modifies member virtual machine sites"
"19082","2025-04-04T16:32:43Z",,"EXCLUDED","4d not closed-as-completed","Bulk edit in filters only edits visible objects"
"19071","2025-04-03T15:03:41Z",,"EXCLUDED","4d not closed-as-completed","Location Sorting doesn't represent hierarchy anymore on v4.2.5"
"19063","2025-04-03T02:20:31Z",,"EXCLUDED","4d not closed-as-completed","Management command sqlmigrate doesn't work"
"19041","2025-04-02T12:29:28Z","19051","SURVIVOR","","IndexError: list index out of range when adding a new front port with a label"
"19058","2025-04-02T10:08:18Z",,"EXCLUDED","4d not closed-as-completed","`get_absolute_url()` not working correctly for plugin"
"18918","2025-04-02T04:23:37Z",,"EXCLUDED","4d not closed-as-completed","Encoding issue api/ipam/prefixes/"
"19047","2025-04-01T16:01:46Z",,"EXCLUDED","4d not closed-as-completed","VLAN search does not return all results"
"18738","2025-04-01T14:09:42Z","19015","EXCLUDED","2a no test file in diff","Script List is ignoring specified sort order of scripts"
"18964","2025-03-31T22:36:05Z","18997","EXCLUDED","2a no test file in diff","The function of selecting all devices fails."
"19023","2025-03-31T21:34:47Z","19024","SURVIVOR","","`get_field_value()` does not recognize null field values on bound forms"
"18895","2025-03-28T15:58:10Z","19027","EXCLUDED","2a no test file in diff","GraphQL Error when querying `connected_endpoints` on `interface_list` without `cabled: true` filter"
"18999","2025-03-28T14:57:57Z","19016","EXCLUDED","2a no test file in diff","GraphQL: Querying for Manufacturer on Inventory-Items leads to nun-null error"
"18494","2025-03-27T16:36:07Z",,"EXCLUDED","4d not closed-as-completed","Bulk edit only modifies visible Devices"
"19021","2025-03-27T13:58:38Z","19022","EXCLUDED","2a no test file in diff","JSONField loses styling if custom `help_text` is passed"
"18965","2025-03-27T12:39:53Z","19013","EXCLUDED","2a no test file in diff","The direct execution button on the custom script list page fails to work."
"18991","2025-03-26T17:12:53Z","19006","SURVIVOR","","Path tracing broken for front/rear ports in REST API"
"18856","2025-03-26T16:32:18Z",,"EXCLUDED","4d not closed-as-completed","Related Objects not showing for a user that has limited permissions"
"18868","2025-03-25T16:04:06Z",,"EXCLUDED","4d not closed-as-completed","Device selector does not work"
"18904","2025-03-24T21:02:37Z","18938","EXCLUDED","2a no test file in diff","Configure Table in Config Context doesn't show Tags column"
"18977","2025-03-24T15:50:31Z",,"EXCLUDED","4d not closed-as-completed","graphQL query returns null in attributes"
"18949","2025-03-21T18:00:55Z","18974","EXCLUDED","2a no test file in diff","The TenantType in GraphQL is missing the contacts property"
"18887","2025-03-20T20:55:13Z","18945","SURVIVOR","","'VMInterface' object has no attribute 'get'"
"18933","2025-03-20T16:30:41Z","18947","EXCLUDED","2a no test file in diff","VLANGroupFilterSet site_group field doesn't match VLANGroupFilterForm  sitegroup field"
"18944","2025-03-20T13:12:06Z","18946","EXCLUDED","2a no test file in diff","Clearing ""Widget type"" field produces a ValueError: Unregistered widget class:"
"18967","2025-03-20T12:56:11Z",,"EXCLUDED","4d not closed-as-completed","Migration from 3.7.8 to 4.2.1"
"18968","2025-03-20T12:50:51Z",,"EXCLUDED","4d not closed-as-completed","https://mysite/dcim/devices/"
"18833","2025-03-19T13:56:43Z","18874","EXCLUDED","2a no test file in diff","Inventory Item Bulk Import - 'InventoryItemImportForm' has no field named 'component_id'."
"18928","2025-03-19T13:51:13Z","18929","EXCLUDED","2a no test file in diff","Bulk deletion of expired changelog records does not support cascades"
"18872","2025-03-19T13:40:56Z","18901","EXCLUDED","2a no test file in diff","Treatment of `kind` field on JournalEntry is inconsistent"
"18954","2025-03-19T12:31:16Z",,"EXCLUDED","4d not closed-as-completed","Unable to access dcim/devices/"
"18782","2025-03-18T18:45:25Z","18854","SURVIVOR","","Dashboard broken after adding widget"
"18926","2025-03-18T12:48:28Z","18931","EXCLUDED","2a no test file in diff","Incorrect Icon for base Github authentication in login form"
"18884","2025-03-17T15:43:09Z","18908","EXCLUDED","2a no test file in diff","`deserialize_object()` does not account for resolved tags in object data"
"18906","2025-03-17T15:35:36Z",,"EXCLUDED","4d not closed-as-completed","Lists markdown not working in Virtual Machine Comments field"
"18863","2025-03-13T20:38:35Z","18867","EXCLUDED","2a no test file in diff","List views of self-nesting (recursive) object types are displayed incorrectly"
"18845","2025-03-13T13:22:50Z","18861","EXCLUDED","2a no test file in diff","Cannot sort Devices by device NAME"
"18888","2025-03-13T12:46:23Z",,"EXCLUDED","4d not closed-as-completed","Wrong Gb division"
"18409","2025-03-12T22:55:59Z","18826","EXCLUDED","2a no test file in diff","Poor performance in cable trace API calls: N+1 problem"
"18869","2025-03-12T18:42:40Z","18883","SURVIVOR","","Numeric conversion utility functions do not account for floating point errors"
"18557","2025-03-12T17:00:42Z","18846","EXCLUDED","2a no test file in diff","Editing a Custom Field with Default Value does not pre-populate form with correct value"
"18838","2025-03-11T19:18:43Z","18860","SURVIVOR","","Local Context Data can be set to non-none falsy values"
"18742","2025-03-11T15:13:25Z","18804","EXCLUDED","2a no test file in diff","Location List and Locations not Showing Associated VLAN Groups"
"18582","2025-03-11T12:46:48Z","18844","EXCLUDED","2a no test file in diff","Bulk import prefixes with associated VLAN not working when multiple VLANs with the same vid exist."
"18851","2025-03-10T13:52:38Z",,"EXCLUDED","4d not closed-as-completed","IP Address Bulk Create misses DNS name field"
"18813","2025-03-06T15:36:29Z",,"EXCLUDED","4d not closed-as-completed","Docker: SOCIAL_AUTH_AZUREAD_OAUTH2_KEY environment vaiable doesn't work"
"18608","2025-03-06T04:23:33Z",,"EXCLUDED","4d not closed-as-completed","Misleading error message when attempting to assign an already assigned device to a device bay with CSV import"
"18622","2025-03-06T04:23:32Z",,"EXCLUDED","4d not closed-as-completed","HTTPS Git Data Source, public repo, failing to sync, no username found"
"18729","2025-03-05T23:52:01Z","18805","EXCLUDED","2a no test file in diff","Netbox API returns duplicate resources during paging with offset"
"18753","2025-03-05T14:34:19Z","18802","EXCLUDED","2a no test file in diff","Webhooks trigger on custom script dry-run"
"18819","2025-03-05T14:06:59Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","custom field value not shown in summary"
"18799","2025-03-04T16:30:55Z",,"EXCLUDED","4d not closed-as-completed","GraphQL query does not show mac addresses on interface"
"18800","2025-03-04T16:13:53Z",,"EXCLUDED","4d not closed-as-completed","Data is not passed when using runscript"
"18787","2025-03-04T15:49:57Z",,"EXCLUDED","4d not closed-as-completed","Ansible netbox.netbox.netbox_vm_interface does not add MAC address"
"18615","2025-03-03T20:25:36Z",,"EXCLUDED","4d not closed-as-completed","Parent module position not propagated to nested module name"
"18768","2025-03-03T14:35:01Z","18784","SURVIVOR","","Unable to remove a secondary MAC address from an interface"
"18639","2025-03-01T04:23:01Z",,"EXCLUDED","4d not closed-as-completed","Prefixes - Wrong depth"
"18758","2025-02-28T15:28:11Z","18763","EXCLUDED","2a no test file in diff","`FieldError` when trying so sort on `Account count` field in Providers list"
"18141","2025-02-26T19:25:40Z","18746","EXCLUDED","2a no test file in diff","Support ""Quick Add"" for plugins"
"18737","2025-02-26T13:16:32Z",,"EXCLUDED","4d not closed-as-completed","Graphql OR for 'tag' returns no results"
"17796","2025-02-25T22:44:11Z",,"EXCLUDED","1 no single merged fixing PR (count=2)","Custom Field Choices -> Create & Add Another causes IndexError"
"18722","2025-02-25T17:59:27Z","18728","EXCLUDED","2a no test file in diff","Custom scripts failures"
"18605","2025-02-25T14:31:50Z","18724","SURVIVOR","","Prefix vlan assignment shows vlan for all sites but not only prefix's site"
"18674","2025-02-21T19:04:52Z","18685","EXCLUDED","2a no test file in diff","Selecting speed on add Circuit Termination causes form to be wiped"
"18697","2025-02-21T14:01:57Z",,"EXCLUDED","4d not closed-as-completed","<class 'TypeError'>  'NoneType' object is not iterable while adding multiple IP Address"
"18619","2025-02-20T15:17:45Z","18662","EXCLUDED","2a no test file in diff","Shift-click selection selects hidden interfaces"
"18594","2025-02-20T15:01:09Z","18634","EXCLUDED","2a no test file in diff","Cannot Sort By asn_count Column For Sites Table And Providers View Table"
"18675","2025-02-20T13:50:18Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Missing Sync Datasource permission for non Superuser users"
"18585","2025-02-18T18:33:08Z","18641","SURVIVOR","","Filtering circuits by location not working"
"18657","2025-02-18T16:23:08Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Token lenght for API Tokens"
"18555","2025-02-18T14:11:33Z","18607","SURVIVOR","","Plugins not covered by get_absolute_url()"
"18628","2025-02-12T13:33:42Z",,"EXCLUDED","4d not closed-as-completed","Config Context render issue in dark mode"
"18507","2025-02-12T04:22:59Z",,"EXCLUDED","4d not closed-as-completed","API ipam.ip-address.filter and multiple parent prefixes unreliable"
"18593","2025-02-11T13:31:41Z","18602","EXCLUDED","2a no test file in diff","""Create & Add Another"" broken for new IP addresses"
"18480","2025-02-10T14:47:00Z","18612","EXCLUDED","2a no test file in diff","runscript cli comand does not pass cleaned data to script"
"18247","2025-02-10T14:42:09Z","18617","EXCLUDED","2a no test file in diff","Disabled Cable Trace/Path Buttons in Device Interface View are invisible in Dark Mode"
"18126","2025-02-07T20:34:43Z",,"EXCLUDED","4d not closed-as-completed","GraphQL: querying ip_address_list with filtering on a parent will not work even if the scheme describes this as StrFilterLookup"
"18443","2025-02-07T04:23:16Z",,"EXCLUDED","4d not closed-as-completed","Port speed and upstream speed dropdowns don't work when adding circuit termination if a termination type has been selected first"
"18461","2025-02-07T04:23:15Z",,"EXCLUDED","4d not closed-as-completed","Unable to use the Selector/Filter"
"18013","2025-02-06T22:21:48Z","18551","EXCLUDED","2a no test file in diff","All saved filters showing up for Change Log table, regardless of defined object type"
"18241","2025-02-06T21:30:29Z","18501","EXCLUDED","2a no test file in diff","Script results `log_threshold` should default to Default"
"18580","2025-02-05T22:04:38Z",,"EXCLUDED","4d not closed-as-completed","VirtualCircuit has no field named 'provider'"
"18514","2025-02-05T21:40:58Z",,"EXCLUDED","1 no single merged fixing PR (count=0)","Missing ""IP's Available"" button"
